,File,Sources,Actions,Targets,Districts,Provinces
0,20150923_8840.txt,"('زعيم طالبان',)","('السلام', 'السلام')","('كابول', 'كابول')",,
1,20140407_2822.txt,,"('انفجار لغم', 'انفجار لغم', 'انفجار لغم')","('مدنيا', 'مدنيا', 'مدنيا')",,
2,20150913_8528.txt,"('طائرات امريكية',)","('مقتل', 'ارة جوية', 'ارة جوية')","('مسلحين', 'مسلحين')",,
3,20140322_2227.txt,,"('الهجوم الإرهابي', 'الهجوم')","('فندق', 'فندق', 'مدنيين')","('كابول',)",
4,20140923_7897.txt,"('عمليات أمنية', 'قوات الامن الافغانية')","('مقتل', 'قتل')","('مسلحا', 'مسلحا')",,
5,20181020_999.txt,,"('انفجارات', 'انفجارات', 'انفجارات')","('مراكز التصويت',)","('كابول', 'كابول')",
6,20150518_4671.txt,"('طالبان', 'طالبان')","('تهاجم', 'هجوما')","('نقاط تفتيش أمنية', 'نقاط تفتيش أمنية')",,
7,20150701_6053.txt,,"('هجوم', 'هجوم انتحاري')","('للناتو', 'لقوات حلف شمال الأطلسي')","('كابول', 'كابول')",
8,20140926_8160.txt,"('طالبان', 'طالبان')","('مقتل', 'قتل')","('الأشخاص',)","('كابول',)",
9,20170114_739.txt,"('داعش', 'داعش')","('يحرق', 'أحرق')","('منزلا', 'منزلا')",,
10,20180411_4597.txt,,,,,
11,20140805_6137.txt,,"('مقتل', 'قتل')","('جنرال اميركي', 'جنرال اميركي')","('كابول', 'كابول')",
12,20170421_7322.txt,"('لطالبان', 'طالبان')","('مقتل', 'قتل')","('جنود أفغان', 'جنود افغان')",,
13,20150514_4532.txt,,"('مقتل', 'قُتل')","('مواطن أمريكي', 'أمريكي')","('كابول', 'كابول')",
14,20181104_1574.txt,,"('مقتل', 'قُتل')","('جندي أمريكي', 'جندي أمريكي')","('كابول', 'كابول')",
15,20170319_3491.txt,"('جندي أفغاني',)","('إصابة', 'أصيبوا')","('جنود أمريكيين', 'جنود أمريكيين')",,"('هلمند',)"
16,20140223_1340.txt,"('طالبان',)","('قتل', 'قتل')","('جندياً أفغانياً', 'جندياً أفغانياً')",,"('كونار',)"
17,20151028_10537.txt,"('القوات الأمنية الأفغانية',)","('مقتل', 'تصفية')","('مسلحا', 'مسلحا')",,"('نانجرهار',)"
18,20140808_6226.txt,"('طالبان', 'طالبان')","('مقتل', 'اطلاق نار')","('رجال الشرطة الافغان', 'رجال الشرطة الافغان')",,
19,20170308_3013.txt,,"('الهجوم', 'الهجوم')","('مستشفى عسكري', 'مستشفى عسكري')","('كابول', 'كابول')",
20,20180129_1687.txt,"('داعش',)","('هجوما',)","('قاعدة عسكرية',)",,"('كابول', 'كابول', 'كابول')"
21,20150730_6972.txt,,,,,
22,20170521_6199.txt,"('طالبان', 'طالبان')","('مقتل', 'هجمات')","('شرطيًا أفغانيًا', 'شرطيًّا أفغانيًّا')",,
23,20170222_2425.txt,,"('مقتل', 'مقتل')","('داعش', 'داعش', 'داعش')",,"('ننجرهار',)"
24,20150226_2150.txt,"('طالبان', 'طالبان')","('انفجار', 'التفجير')","('أمريكيين',)","('كابول',)",
25,20180321_4003.txt,,"('الهجوم الإرهابي', 'التفجير الإرهابي')","('جامعة كابول', 'جامعة كابول')","('كابول', 'كابول')",
26,20141213_11149.txt,"('طالبان', 'طالبان')","('يقتلون', 'قتلت')","('عمال إزالة الألغام', 'عمال إزالة الألغام')",,
27,20140329_2363.txt,"('مسلحون', 'مسلحين')","('يهاجمون',)","('مقر اللجنة الانتخابية',)","('كابول', 'كابول')",
28,20170207_1797.txt,,"('هجوم انتحاري', 'قتل', 'انتحاري')","('المحكمة العليا', 'شخصا')","('كابول',)",
29,20150809_7498.txt,"('طالبان', 'طالبان')","('تشنق',)","('امرأة', 'امرأة')",,"('بدخشان',)"
