,File,Sources,Actions,Targets,Districts,Provinces
0,20150923_8840.txt,,"('توفي', 'وفاة')","('الملا عمر', 'الملا عمر', 'الملا عمر')",,
1,20140404_2580.txt,"('شرطي أفغاني', 'شرطي أفغاني')","('يقتل', 'النار')","('صحافية', 'امرأتين')",,
2,20180220_2591.txt,"('تنظيم الدولة الاسلامية', 'طالبان')","('هجوم', 'استهدف')","('فندقا',)","('كابول',)",
3,20111229_6821.txt,,,,,
4,20141202_10663.txt,,,,,
5,20150726_6750.txt,"('طالبان', 'داعش')","('مقتل', 'اشتباكات')","('طالبان', 'داعش')",,
6,20141127_10426.txt,,"('مصرع', 'عملية انتحارية', 'استهدفت')","('افغانيين', 'آلية', 'سفارة البريطانية')",,
7,20141229_11819.txt,"('أمريكا', 'الناتو', 'الولايات المتحدة', 'حلف شمال الأطلسي')","('غزو', 'أنهت')",,,
8,20140407_2822.txt,,"('انفجار', 'يقتل', 'انفجار', 'يودي بحياة')","('مدنيا', 'مدنيا')",,
9,20140907_7201.txt,,"('مقتل', 'إصابة', 'قتل', 'أصيب')","('شخصا', 'شخصا')",,
10,20150913_8528.txt,,"('مقتل', 'غارة جوية', 'مصرعهم', 'غارة جوية')","('مسلحين', 'مسلحين')",,
11,20181018_798.txt,"('الجنرال الأميركي', 'الجنرال الأميركي ميلر', 'الجنرال سكوت ميلر')","('نجاة', 'هجوم مسلح', 'نجاة')",,,
12,20140715_5682.txt,,"('انفجار', 'قتل', 'انفجار')","('شخصاً',)",,"('بكتيكا', 'بكتيكا')"
13,20120920_3990.txt,,"('مصرع', 'تفجير انتحاري', 'مصرع', 'تفجير انتحاري')","('أشخاص', 'أشخاص')",,
14,20150730_7009.txt,,,,,
15,20140607_4340.txt,"('طالبان',)","('الهجوم الإرهابي', 'الهجوم الإرهابي')",,"('العاصمة', 'العاصمة', 'كابول')",
16,20120225_4383.txt,,,,,
17,20110924_4859.txt,,,,,
18,20180326_4135.txt,,,,,
19,20181128_2673.txt,,,,,
20,20110623_2837.txt,,,,,
21,20120804_2184.txt,,,,,
