,File,Sources,Actions,Targets,Districts,Provinces
0,20150923_8840.txt,,"('توفي', 'وفاة')","('الملا عمر', 'الملا عمر', 'الملا عمر')",,
1,20140404_2580.txt,"('شرطي', 'شرطي')","('قتل', 'أطلق')","('صحافية', 'امرأتين')",,
2,20180220_2591.txt,,"('هجوم', 'استهدف')","('فندقا',)","('كابول',)",
3,20111229_6821.txt,,,,,
4,20141202_10663.txt,,,,,
5,20150726_6750.txt,"('طالبان',)","('قتل', 'اشتباكات', 'قتل')","('طالبان', 'داعش')",,
6,20141127_10426.txt,,"('مصرع', 'عملية انتحارية', 'مصرع', 'عملية انتحارية')","('لسفارة البريطانية', 'لسفارة البريطانية')",,
7,20141229_11819.txt,,,,,
8,20140407_2822.txt,,"('انفجار', 'قتل', 'انفجار', 'يودي بحياة')","('مدنيا', 'مدنيا')",,
9,20140907_7201.txt,,"('قتل', 'إصابة', 'قتل', 'أصيب')","('شرطة', 'مسلحون')",,
10,20150913_8528.txt,,"('قتل', 'غارة جوية', 'مصرعهم', 'غارة جوية')","('مسلحين', 'مسلحين')",,
11,20181018_798.txt,"('الجنرال الأميركي ميلر', 'الجنرال سكوت ميلر')","('نجاة', 'هجوم مسلح', 'نجاة', 'إطلاق نار')",,,
12,20140715_5682.txt,,"('قتيل', 'جريح', 'انفجار', 'قتل', 'اصيب')",,,"('ولاية بكتيكا',)"
13,20120920_3990.txt,,"('مصرع', 'تفجير انتحاري', 'مصرع', 'تفجير انتحاري', 'مصرع', 'اصيب')",,,
14,20150730_7009.txt,,,,,
15,20140607_4340.txt,,"('هجوم', 'هجوم')","('مدنيين',)","('العاصمة الأفغانية', 'العاصمة الأفغانية', 'كابول')",
16,20120225_4383.txt,"('حلف شمال الاطلسي',)","('قتل', 'اطلاق النار')","('وزارة الداخلية',)","('كابول', 'كابول')",
17,20110924_4859.txt,"('طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان')","('انتحار',)",,,
18,20180326_4135.txt,,,,,
19,20181128_2673.txt,,,,,
20,20110623_2837.txt,,,,,
21,20120804_2184.txt,,,,,
22,20140322_2227.txt,,"('هجوم الإرهابي', 'هجوم', 'استهدف')","('فندق', 'فندق')","('العاصمة الأفغانية',)",
23,20081122_26.txt,,,,,
24,20111007_5103.txt,,,,,
25,20140923_7897.txt,"('قوات الامن الافغانية',)","('قتل', 'قتل', 'اصيب')","('مسلحا', 'مسلحا')",,
26,20170203_1596.txt,,,,,
27,20141015_9041.txt,,"('مصرع', 'إصابة', 'تفجير', 'انفجر')","('رجال الأمن',)",,"('مقاطعة خوست',)"
28,20111004_5051.txt,,"('اغتيال', 'اغتيال', 'اغتيال')","('برهان الدين رباني', 'برهان الدين رباني')",,
29,20151212_12182.txt,,"('قتل', 'إصابة', 'فك الحصار', 'قتل')","('السفارة الاسبانية', 'الشرطة الأفغانية')",,
30,20180501_5483.txt,,"('الهجومين الإرهابيين', 'مقتل')","('شخصاً',)",,"('كابل', 'قندهار')"
31,20180127_1471.txt,,"('ضحايا', 'انفجار', 'قتيلاً', 'جريحاً', 'ضحايا')",,"('كابل',)",
32,20150225_2028.txt,"('القوات الأميركية', 'طالبان')","('تعيق المفاوضات',)","('كابول', 'طالبان', 'كابول')",,
33,20181009_391.txt,,"('هجومًا انتحاريًا', 'استهدف', 'هجوم الانتحاري', 'ل')","('تجمعًا انتخابيًا',)",,"('ر',)"
34,20140707_5496.txt,,,,,
35,20181020_999.txt,,"('انفجارات', 'انفجارات', 'انفجارات')","('مراكز التصويت',)","('كابول', 'كابول')",
36,20081022_56.txt,"('طالبان', 'طالبان', 'طالبان')","('هجوم',)","('لشقر جاه',)","('لشقر جاه',)",
37,20140320_2090.txt,"('طالبان',)","('قتيل', 'هجوم انتحاري', 'قتل', 'انتحاريين')","('طالبان',)",,
38,20170209_1972.txt,"('مسلحون', 'مسلحون')","('قتل',)","('مجلس مقاطعة باغلان',)","('بول اى خومرى',)","('مقاطعة باغلان',)"
39,20170422_4737.txt,,"('قتل', 'هجوم', 'قتلى', 'هجوم')","('قاعدة عسكرية', 'جندي')",,
40,20180127_1365.txt,,"('ضحايا', 'تفجير', 'ضحايا', 'التفجير الإرهابي')","('كابول',)","('العاصمة الأفغانية',)",
41,20170326_3711.txt,,,,,
