,File,Sources,Actions,Targets,Districts,Provinces
0,20150923_8840.txt,"('زعيم طالبان',)","('السلام', 'السلام')","('كابول', 'كابول')",,
1,20140407_2822.txt,,"('انفجار لغم', 'انفجار لغم', 'انفجار لغم')","('مدنيا', 'مدنيا', 'مدنيا')",,"('قندهار',)"
2,20150913_8528.txt,"('طائرات امريكية', 'طائرات امريكية')","('مقتل', 'ارة جوية', 'ارة جوية', 'ارة جوية')","('مسلحين', 'مسلحين', 'مسلحين')",,"('نانغارهار', 'نانغارهار', 'نانغارهار')"
3,20140322_2227.txt,,"('الهجوم الإرهابي', 'الهجوم')","('فندق', 'فندق', 'مدنيين')","('كابول',)",
4,20140923_7897.txt,"('عمليات أمنية', 'قوات الامن الافغانية', 'قوات الشرطة', 'قوات الجيش', 'المخابرات', 'قوات الامن الافغانية')","('مقتل', 'قتل', 'لتطهير', 'قتل')","('مسلحا', 'مسلحا', 'الارهابيين', 'مسلحا', 'طالبان')",,
5,20181020_999.txt,"('طالبان',)","('انفجارات', 'انفجارات', 'انفجارات', 'انفجارات', 'لهجمات')","('مراكز التصويت', 'مراكز الانتخابات')","('كابول', 'كابول', 'كابول', 'كابول')",
6,20150518_4671.txt,"('طالبان', 'طالبان', 'المسلحين')","('تهاجم', 'هجوما', 'الهجوم')","('نقاط تفتيش أمنية', 'نقاط تفتيش أمنية', 'نقاط التفتيش الأمنية')",,"('اوروزجان', 'بادغيس')"
7,20150701_6053.txt,,"('هجوم', 'هجوم انتحاري', 'فجر انتحاري', 'هجوم', 'هجوم')","('للناتو', 'لقوات حلف شمال الأطلسي', 'الناتو', 'المدنيين')","('كابول', 'كابول', 'كابول', 'كابول', 'كابول')",
8,20140926_8160.txt,"('طالبان', 'طالبان')","('مقتل', 'قتل')","('الأشخاص',)","('كابول',)",
9,20170114_739.txt,"('داعش', 'داعش', 'داعش', 'داعش', 'داعش')","('يحرق', 'أحرق', 'إحراق', 'حرق', 'أحرق', 'أحرق')","('منزلا', 'منزلا', 'المنازل', 'منزلا', 'المنازل', 'المنازل', 'المنازل')","('كوت', 'بادا جوندا', 'بار سيباي', 'كوت')","('ننغارهار', 'ننغارهار')"
10,20180411_4597.txt,,,,,
11,20140805_6137.txt,"('جندي افغاني',)","('مقتل', 'قتل', 'مقتل')","('جنرال اميركي', 'جنرال اميركي', 'الجنود الافغان', 'حلف شمال الاطلسي', 'جنرال اميركي')","('كابول', 'كابول', 'كابول')",
12,20170421_7322.txt,"('لطالبان', 'طالبان', 'طالبان', 'طالبان')","('مقتل', 'قتل', 'الهجوم', 'قتل', 'هجوم')","('جنود أفغان', 'جنود افغان', 'قوات الجيش', 'مستشفى عسكريا')","('مزار الشريف', 'كابول')","('بلخ',)"
13,20150514_4532.txt,"('قوات الأمن', 'قوات الأمن', 'طالبان')","('مقتل', 'قُتل', 'قتل', 'مقتل', 'قتل', 'قتل', 'قتل', 'قتل', 'مقتل', 'تقاتل')","('مواطن أمريكي', 'أمريكي', 'لمهاجمين', 'لمهاجمين', 'المهاجمون', 'أمريكي', 'مواطن أمريكي', 'لحكومة الأفغانية')","('كابول', 'كابول', 'كابول', 'كابول', 'كابول')",
14,20181104_1574.txt,,"('مقتل', 'قُتل', 'وقتل', 'مقتل', 'قُتل')","('جندي أمريكي', 'جندي أمريكي', 'قائد شرطة الولاية', 'الجنرال', 'لقوات حلف شمال الأطلسي', 'جندي تشيكي')","('كابول', 'كابول', 'كابول')","('قندهار', 'هرات', 'قندهار', 'قندهار', 'قندهار', 'قندهار', 'هرات', 'هرات')"
15,20170319_3491.txt,"('جندي أفغاني', 'جندي أفغاني')","('إصابة', 'أصيبوا')","('جنود أمريكيين', 'جنود أمريكيين')",,"('هلمند', 'هلمند')"
16,20140223_1340.txt,"('طالبان',)","('قتل', 'قتل', 'قتل', 'قتل')","('جندياً أفغانياً', 'جندياً أفغانياً')","('غازي',)","('كونار', 'كونار')"
17,20151028_10537.txt,"('القوات الأمنية الأفغانية', 'طالبان', 'طالبان', 'طالبان')","('مقتل', 'تصفية', 'القتلى', 'سيطرتها', 'هاجموا', 'قتل')","('مسلحا', 'مسلحا', 'قادة حركة /طالبان', 'رهينة أجنبي', 'دارقند', 'بإقليم', 'تخار', 'شرطيا', 'أفراد الحركة')",,"('نانجرهار', 'آشين')"
18,20140808_6226.txt,"('طالبان', 'طالبان', 'طالبان')","('مقتل', 'اطلاق نار', 'استهدف')","('رجال الشرطة الافغان', 'رجال الشرطة الافغان', 'نقطة تفتيش', 'نقطة تفتيش')","('سانجين',)","('هلمند',)"
19,20170308_3013.txt,,"('الهجوم', 'الهجوم', 'الهجوم', 'مقتل', 'هجوم انتحاري')","('مستشفى عسكري', 'مستشفى عسكري', 'أطباء', 'مستشفى عسكري')","('كابول', 'كابول', 'كابول')",
20,20180129_1687.txt,"('داعش', 'داعش', 'داعش', 'داعش')","('هجوما', 'هجوم', 'هجوما', 'جرح')","('قاعدة عسكرية', 'الأكاديمية العسكرية', 'أكاديمية مارشال', 'جنود أفغان')",,"('كابول', 'كابول', 'كابول', 'كابل', 'كابول', 'كابول')"
21,20150730_6972.txt,,,,,
22,20170521_6199.txt,"('طالبان', 'طالبان', 'مسلحي')","('مقتل', 'هجمات', 'هجمات')","('شرطيًا أفغانيًا', 'شرطيًّا أفغانيًّا', 'حواجز للشرطة')","('شاه جوي',)","('زابل',)"
23,20170222_2425.txt,"('السلطات الأمنية', 'قوات الأمن الوطنية الأفغانية')","('مقتل', 'مقتل', 'قتلهم', 'للقضاء')","('داعش', 'داعش', 'داعش', 'داعش')",,"('ننجرهار', 'ننجرهار')"
24,20150226_2150.txt,"('طالبان', 'طالبان')","('انفجار', 'التفجير')","('أمريكيين',)","('كابول',)",
25,20180321_4003.txt,,"('الهجوم الإرهابي', 'التفجير الإرهابي')","('جامعة كابول', 'جامعة كابول')","('كابول', 'كابول')",
26,20141213_11149.txt,"('طالبان', 'طالبان', 'قوات أفغانية')","('يقتلون', 'قتلت', 'هجوما', 'اعتقال')","('عمال إزالة الألغام', 'عمال إزالة الألغام', 'القاعدة البريطانية', 'مسلحين')",,"('هلمند',)"
27,20140329_2363.txt,"('مسلحون', 'مسلحين')","('يهاجمون', 'هاجموا')","('مقر اللجنة الانتخابية', 'مقر اللجنة الانتخابية')","('كابول', 'كابول', 'كابول')",
28,20170207_1797.txt,,"('هجوم انتحاري', 'قتل', 'انتحاري', 'انتحاري', 'قتل')","('المحكمة العليا', 'شخصا', 'المحكمة العليا', 'موظفي المحكمة', 'المحكمة العليا')","('كابول', 'كابول')",
29,20150809_7498.txt,"('طالبان', 'طالبان')","('تشنق',)","('امرأة', 'امرأة')",,"('بدخشان',)"
30,20150629_5867.txt,"('طالبان', 'طالبان', 'طالبان', 'طالبان')","('مقتل', 'كمين', 'مقتل', 'كمين', 'قتل', 'كمين', 'عملياتهم')","('جنديا', 'جنديا', 'جنديا', 'القوات الحكومية')",,"('كرخ',)"
31,20180422_4965.txt,"('داعش',)","('الهجوم', 'الهجوم')","('مركزا لتسجيل الناخبين',)","('كابول', 'كابول')",
32,20150705_6195.txt,"('الطالبان',)","('هجوم', 'قتل', 'الهجوم')","('مدنيان', 'جنديان اجنبيان')",,"('قندهار', 'هلمند')"
33,20151010_9734.txt,"('للقوات الأفغانية', 'الناتو', 'طيران حلف شمال الأطلسي')","('مقتل', 'مقتل')","('طالبان', 'مسلح')","('بقندهار', 'قندهار', 'قندهار')",
34,20120609_3124.txt,"('مسلحون', 'طالبان', 'طالبان', 'فرنسا')","('مقتل', 'قتلوا', 'لاطلاق نار', 'تنشر')","('جنود فرنسيين', 'جنود فرنسيين', 'الجنود الفرنسيين', 'جندي')",,"('كابيسا', 'كابيسا')"
35,20150720_6606.txt,"('أميركية', 'قوات حلف شمال الاطلسي', 'أميركية', 'طالبان', 'ايساف')","('تودي بحياة', 'قتلوا', 'مستهدفة', 'هجمات', 'قتل')","('جنديا أفغانيا', 'جنديا أفغانيا', 'طالبان', 'متطرفين', 'لقوات الافغانية', 'جنود أفغان')","('بركي برك',)","('لوغار', 'لوغار', 'لوغار')"
36,20180124_1221.txt,"('مسلحين',)","('للهجوم', 'باقتحام')","('مكتبا لمنظمة حقوقية دولية', 'مكتب منظمة انقاذ الطفولة')",,"('نانجارهار',)"
37,20150703_6119.txt,,,,,
38,20170308_2947.txt,"('تنظيم الدولة الإرهابي', 'المهاجمين')","('هجوم', 'هجوم', 'هجوم', 'هجوم', 'هجوم', 'فجر', 'هجوم')","('مستشفى عسكري', 'مستشفى عسكري', 'مستشفى عسكري', 'المستشفى', 'مستشفى عسكري')","('كابول',)",
39,20140810_6334.txt,,"('هجوم انتحاري', 'مصرعهم', 'هجوم انتحاري', 'قتلوا', 'الهجوم')","('مدنيين', 'قوات لحلف الناتو', 'مدنيين', 'قوة المساعدة الدولية لإرساء الأمن', 'ايساف', 'مدنيين', 'ايساف', 'ايساف')","('كابول', 'كابول')",
40,20181007_317.txt,"('المسلحين', 'طالبان', 'طالبان')","('مقتل', 'مقتل', 'أطلقوا', 'قتلوا', 'قتلهم', 'دمروا', 'سيطروا', 'قتلوا', 'مقتل')","('الشرطة', 'الشرطة', 'طالبان', 'مبنى حكومي', 'مدير شرطة', 'رجال شرطة', 'الشرطة', 'نقاط التفتيش', 'قوات الأمن', 'عناصر الشرطة')","('سيد آباد',)","('وردك',)"
41,20140506_3457.txt,"('القوات الأفغانية', 'الأمنية الافغانية', 'قواتها الوطنية')","('تقتل', 'قتلت', 'اصيبوا')","('مسلحي طالبان', 'مسلحي طالبان', 'مسلحا')","('غزنى',)",
42,20150716_6550.txt,,"('مقتل', 'غارة جوية', 'غارة جوية', 'مقتل', 'هجوم')","('مسلحين', 'شبكة /حقاني', 'شبكة /حقاني', 'نقطة تفتيش', 'للشرطة الأفغانية')",,"('ميدان ورداك', 'ميدان ورداك')"
43,20150419_3815.txt,"('داعش',)","('الاعتداء الانتحاري',)",,,
44,20181021_932.txt,,"('مقتل', 'انفجار', 'انفجار')","('اطفال وامرأة',)",,"('ننجرهار',)"
45,20140901_6927.txt,"('مسلحين', 'طالبان', 'طالبان', 'طالبان')","('لقتل', 'لقتل', 'أطلقت النار', 'لقتل')","('مدنيا', 'المدنيين', 'المدنيين', 'المدنيين')",,"('فرح',)"
46,20140406_2820.txt,"('مسلحين',)","('هجومًا',)",,,
47,20150712_6373.txt,"('غارة أمريكية', 'طائرات أمريكية')","('تقتل', 'قتل', 'قتل', 'قتلت')","('قياديا', 'داعش', 'قياديا', 'تنظيم الدولة الاسلامية', 'قياديي التنظيم', 'تنظيم الدولة الاسلامية', 'تنظيم الدولة الاسلامية')",,"('خراسان',)"
48,20150802_7134.txt,,,,,
49,20180410_4547.txt,,"('تفجيرا', 'للتفجير')","('سوقا شعبيا', 'سوق شعبي')",,"('هرات',)"
50,20180124_1294.txt,"('الدولة الإسلامية',)","('الهجوم', 'الهجوم')","('منظمة (انقذوا الاطفال) الخيرية',)",,
51,20181129_2849.txt,,"('لانفجار', 'مقتل', 'الهجوم')","('الجنود الأمريكيين', 'قوات حلف شمال الأطلسي', 'أمنية بريطانية')",,"('غزنة', 'كابول')"
52,20150517_4619.txt,"('الحركة',)","('قتل', 'انفجار', 'قتل', 'قتل')","('أفغانيان وبريطاني', 'للاتحاد الأوروبي', 'للاتحاد الأوروبي', 'المدنيين', 'جنود أجانب')","('كابول', 'كابول', 'كابول', 'كابول', 'كابول')",
53,20181002_104.txt,"('طالبان', 'تنظيم الدولة الإسلامية')","('هجوم انتحاري', 'قتل', 'هجوم انتحاري', 'قتل')","('انتخابيا', 'انتخابيا', 'انتخابي', 'مرشحين', 'الانتخابية')",,"('ننغرهار',)"
